JobID,JobTitle,Company,LocationCity,LocationState,Latitude,Longitude,PrimarySkill,AdditionalSkills,ExperienceLevel,Salary,DatePosted,Remote
J0216,Cloud Engineer (Azure),IBM,Denver,CO,39.7392,-104.9903,Azure,"AWS, Other",Mid,101000,2024-01-08,Yes
J0217,Support Engineer,Amazon,Redmond,WA,47.673988,-122.121513,Other,SQL,Senior,120000,2024-02-28,No
J0218,Database Administrator,CloudLabs,New York,NY,40.7128,-74.006,SQL,Machine Learning,Senior,123000,2024-09-12,No
J0219,Research Scientist,StartupX,Los Angeles,CA,34.0522,-118.2437,Machine Learning,Python,Entry,100000,2024-05-19,No
J0220,BI Developer,Netflix,Redmond,WA,47.673988,-122.121513,SQL,"AWS, Java, Azure",Mid,84000,2024-08-21,No
J0221,Data Engineer,Salesforce,Redmond,WA,47.673988,-122.121513,Python,"Azure, Java, Other",Mid,107000,2024-09-17,Yes
J0222,QA Engineer,HealthAI,Seattle,WA,47.6062,-122.3321,Other,"SQL, Machine Learning",Mid,93000,2024-05-21,No
J0223,Azure DevOps Engineer,DeepVision,Denver,CO,39.7392,-104.9903,Azure,SQL,Entry,60000,2024-05-16,Yes
J0224,Product Analyst,FintechCo,San Francisco,CA,37.7749,-122.4194,Other,"Machine Learning, Java",Senior,119000,2024-10-27,No
J0225,Back-end Engineer,HealthAI,New York,NY,40.7128,-74.006,Python,"SQL, AWS",Senior,142000,2024-08-16,Yes
J0226,Back-end Engineer,Apple,Austin,TX,30.2672,-97.7431,Python,"AWS, Machine Learning",Mid,92000,2024-10-09,No
J0227,Back-end Engineer,Netflix,Austin,TX,30.2672,-97.7431,Python,"SQL, Azure, Other",Senior,131000,2024-04-06,Yes
J0228,Data Engineer,DataWorks,Boston,MA,42.3601,-71.0589,Python,"Machine Learning, Azure",Senior,151000,2024-04-29,Yes
J0229,Cloud Engineer (Azure),Apple,Los Angeles,CA,34.0522,-118.2437,Azure,"SQL, AWS, Python",Senior,124000,2024-08-30,No
J0230,BI Developer,Salesforce,Raleigh,NC,35.7796,-78.6382,SQL,Python,Entry,77000,2024-03-18,No
J0231,Machine Learning Engineer,Microsoft,Denver,CO,39.7392,-104.9903,Machine Learning,Python,Mid,117000,2024-10-29,Yes
J0232,Python Developer,HealthAI,Chicago,IL,41.8781,-87.6298,Python,"SQL, Machine Learning, Other",Mid,111000,2024-02-21,No
J0233,Back-end Engineer,Google,Los Angeles,CA,34.0522,-118.2437,Python,"Other, Azure",Entry,80000,2024-03-14,No
J0234,Data Engineer,Amazon,Chicago,IL,41.8781,-87.6298,Python,Machine Learning,Entry,84000,2024-05-15,No
J0235,BI Developer,CloudLabs,Seattle,WA,47.6062,-122.3321,SQL,"AWS, Java",Mid,96000,2024-06-17,No
J0236,Automation Engineer,Salesforce,Austin,TX,30.2672,-97.7431,Python,"SQL, Azure",Mid,104000,2024-09-06,No
J0237,Cloud Engineer (Azure),DataWorks,Seattle,WA,47.6062,-122.3321,Azure,"AWS, Python",Mid,100000,2024-04-30,Yes
J0238,Research Scientist,Meta,Los Angeles,CA,34.0522,-118.2437,Machine Learning,Azure,Entry,97000,2024-02-16,Yes
J0239,Cloud Engineer (AWS),RetailCorp,Raleigh,NC,35.7796,-78.6382,AWS,"Python, Azure",Senior,148000,2024-02-21,No
J0240,DevOps Engineer,FintechCo,San Francisco,CA,37.7749,-122.4194,AWS,Azure,Entry,76000,2024-01-15,No
J0241,Azure DevOps Engineer,RetailCorp,Mountain View,CA,37.3861,-122.0839,Azure,"AWS, Python",Senior,122000,2024-05-30,Yes
J0242,Product Analyst,Salesforce,New York,NY,40.7128,-74.006,Other,Python,Mid,82000,2024-05-05,No
J0243,Azure DevOps Engineer,DataWorks,Raleigh,NC,35.7796,-78.6382,Azure,,Senior,137000,2024-04-02,No
J0244,Data Scientist,Amazon,Dallas,TX,32.7767,-96.797,Machine Learning,"SQL, Azure",Mid,137000,2024-07-14,No
J0245,Data Scientist,Netflix,Dallas,TX,32.7767,-96.797,Machine Learning,SQL,Entry,92000,2024-03-14,Yes
J0246,BI Developer,CloudLabs,San Francisco,CA,37.7749,-122.4194,SQL,"AWS, Java",Entry,62000,2024-08-23,Yes
J0247,Frontend Developer,DeepVision,Chicago,IL,41.8781,-87.6298,Other,"AWS, Machine Learning",Entry,64000,2024-05-27,No
J0248,Cloud Architect,Microsoft,Seattle,WA,47.6062,-122.3321,Azure,"AWS, Python",Entry,67000,2024-08-14,No
J0249,Data Analyst,CloudLabs,Boston,MA,42.3601,-71.0589,SQL,"Java, Azure",Mid,93000,2024-05-08,No
J0250,Product Analyst,Meta,Boston,MA,42.3601,-71.0589,Other,Machine Learning,Mid,74000,2024-09-04,No
J0251,QA Engineer,Salesforce,Dallas,TX,32.7767,-96.797,Other,"SQL, Python, Machine Learning",Mid,91000,2024-07-02,No
J0252,Research Scientist,FintechCo,San Francisco,CA,37.7749,-122.4194,Machine Learning,"SQL, Azure",Senior,209000,2024-01-12,No
J0253,Support Engineer,IBM,Mountain View,CA,37.3861,-122.0839,Other,"SQL, Java",Entry,55000,2024-10-16,Yes
J0254,Frontend Developer,DeepVision,Dallas,TX,32.7767,-96.797,Other,Azure,Mid,74000,2024-09-11,No
J0255,DevOps Engineer,DataWorks,Austin,TX,30.2672,-97.7431,AWS,"Python, Azure",Mid,99000,2024-04-22,No
J0256,DevOps Engineer,DataWorks,San Francisco,CA,37.7749,-122.4194,AWS,"SQL, Python, Machine Learning",Mid,104000,2024-03-11,Yes
J0257,Java Developer,DeepVision,Raleigh,NC,35.7796,-78.6382,Java,Other,Entry,78000,2024-01-21,No
J0258,Software Engineer,Google,Dallas,TX,32.7767,-96.797,Java,Other,Entry,70000,2024-07-05,Yes
J0259,Data Engineer,Amazon,San Francisco,CA,37.7749,-122.4194,Python,Azure,Entry,66000,2024-06-16,No
J0260,ML Ops Engineer,Microsoft,Redmond,WA,47.673988,-122.121513,Machine Learning,"Python, Azure",Senior,172000,2024-03-08,No
J0261,Software Engineer,StartupX,Denver,CO,39.7392,-104.9903,Java,Machine Learning,Entry,81000,2024-05-19,No
J0262,Product Analyst,DeepVision,Chicago,IL,41.8781,-87.6298,Other,"Machine Learning, AWS, Java",Mid,86000,2024-05-31,Yes
J0263,Data Analyst,RetailCorp,Seattle,WA,47.6062,-122.3321,Python,Java,Mid,109000,2024-08-27,Yes
J0264,Data Engineer,RetailCorp,Redmond,WA,47.673988,-122.121513,Python,"SQL, Machine Learning",Mid,101000,2024-07-22,No
J0265,Product Analyst,Amazon,Boston,MA,42.3601,-71.0589,Other,Python,Entry,62000,2024-01-08,No
J0266,Machine Learning Engineer,Netflix,Austin,TX,30.2672,-97.7431,Machine Learning,Azure,Mid,135000,2024-05-14,Yes
J0267,Back-end Engineer,HealthAI,Raleigh,NC,35.7796,-78.6382,Python,SQL,Entry,80000,2024-07-09,Yes
J0268,Cloud Architect,Meta,Chicago,IL,41.8781,-87.6298,Azure,"Other, Java",Entry,71000,2024-01-13,Yes
J0269,Cloud Architect,Apple,Dallas,TX,32.7767,-96.797,Azure,"SQL, Python",Senior,129000,2024-04-23,No
J0270,Frontend Developer,CloudLabs,Chicago,IL,41.8781,-87.6298,Other,"AWS, Python, Azure",Senior,114000,2024-06-03,No
J0271,Software Engineer,Amazon,New York,NY,40.7128,-74.006,Java,Python,Senior,135000,2024-01-24,Yes
J0272,Software Engineer,Netflix,Seattle,WA,47.6062,-122.3321,Java,Azure,Senior,140000,2024-02-19,No
J0273,QA Engineer,Salesforce,Chicago,IL,41.8781,-87.6298,Other,"AWS, Python",Senior,108000,2024-07-08,No
J0274,Site Reliability Engineer,DataWorks,Los Angeles,CA,34.0522,-118.2437,AWS,Azure,Entry,77000,2024-03-20,No
J0275,Frontend Developer,HealthAI,Chicago,IL,41.8781,-87.6298,Other,Azure,Senior,122000,2024-07-27,No
J0276,Database Administrator,FintechCo,Austin,TX,30.2672,-97.7431,SQL,Other,Mid,93000,2024-04-21,No
J0277,Site Reliability Engineer,Meta,Austin,TX,30.2672,-97.7431,AWS,"Machine Learning, Azure",Mid,114000,2024-02-20,Yes
J0278,Software Engineer,StartupX,Raleigh,NC,35.7796,-78.6382,Java,SQL,Mid,118000,2024-07-02,No
J0279,ML Ops Engineer,IBM,Redmond,WA,47.673988,-122.121513,Machine Learning,Other,Mid,113000,2024-03-03,No
J0280,Machine Learning Engineer,CloudLabs,Redmond,WA,47.673988,-122.121513,Machine Learning,,Mid,132000,2024-01-11,No
J0281,Data Analyst,Meta,New York,NY,40.7128,-74.006,Python,AWS,Entry,78000,2024-10-16,No
J0282,Database Administrator,HealthAI,Denver,CO,39.7392,-104.9903,SQL,"AWS, Azure",Mid,98000,2024-04-16,No
J0283,SQL Developer,HealthAI,Redmond,WA,47.673988,-122.121513,SQL,AWS,Entry,74000,2024-06-17,No
J0284,Automation Engineer,Google,San Francisco,CA,37.7749,-122.4194,Python,SQL,Mid,105000,2024-03-15,Yes
J0285,Cloud Architect,RetailCorp,New York,NY,40.7128,-74.006,AWS,"SQL, Java, Other",Entry,79000,2024-02-26,Yes
J0286,Database Administrator,Microsoft,Mountain View,CA,37.3861,-122.0839,SQL,Java,Senior,114000,2024-07-02,Yes
J0287,Product Analyst,Google,New York,NY,40.7128,-74.006,Other,Java,Mid,87000,2024-05-15,No
J0288,QA Engineer,FintechCo,Boston,MA,42.3601,-71.0589,Other,Azure,Mid,94000,2024-09-26,No
J0289,Backend Developer,Amazon,Chicago,IL,41.8781,-87.6298,Java,Python,Senior,119000,2024-08-17,No
J0290,Frontend Developer,Netflix,Denver,CO,39.7392,-104.9903,Other,"Machine Learning, AWS, Java",Mid,88000,2024-04-23,Yes
J0291,Frontend Developer,FintechCo,Raleigh,NC,35.7796,-78.6382,Other,"SQL, Machine Learning",Mid,80000,2024-09-23,No
J0292,ML Ops Engineer,CloudLabs,Mountain View,CA,37.3861,-122.0839,Machine Learning,AWS,Entry,96000,2024-02-01,No
J0293,BI Developer,Salesforce,Raleigh,NC,35.7796,-78.6382,SQL,"Machine Learning, Other",Entry,69000,2024-02-25,No
J0294,BI Developer,Amazon,Seattle,WA,47.6062,-122.3321,SQL,"Python, Java, Azure",Entry,68000,2024-06-13,Yes
J0295,SQL Developer,Amazon,New York,NY,40.7128,-74.006,SQL,"Python, Java, Other",Mid,90000,2024-05-20,No
J0296,Product Analyst,Salesforce,Dallas,TX,32.7767,-96.797,Other,"AWS, Machine Learning",Entry,70000,2024-09-28,No
J0297,ML Ops Engineer,StartupX,Dallas,TX,32.7767,-96.797,Machine Learning,Python,Entry,85000,2024-08-08,No
J0298,Cloud Engineer (AWS),HealthAI,Raleigh,NC,35.7796,-78.6382,AWS,"Java, Machine Learning",Senior,129000,2024-10-09,Yes
J0299,Data Scientist,Salesforce,Chicago,IL,41.8781,-87.6298,Machine Learning,"SQL, Java",Senior,175000,2024-04-26,No
J0300,Software Engineer,HealthAI,Chicago,IL,41.8781,-87.6298,Java,"SQL, Azure",Senior,152000,2024-07-23,No
J0301,Cloud Architect,Amazon,Austin,TX,30.2672,-97.7431,Azure,"Java, Machine Learning",Mid,99000,2024-08-06,Yes
J0302,Cloud Architect,IBM,Austin,TX,30.2672,-97.7431,Azure,SQL,Entry,67000,2024-03-19,No
J0303,Support Engineer,Amazon,Seattle,WA,47.6062,-122.3321,Other,Azure,Entry,67000,2024-02-13,Yes
J0304,Site Reliability Engineer,Amazon,Los Angeles,CA,34.0522,-118.2437,AWS,Java,Entry,79000,2024-07-09,No
J0305,Frontend Developer,DataWorks,Denver,CO,39.7392,-104.9903,Other,"SQL, Azure",Entry,58000,2024-10-14,No
J0306,Frontend Developer,Salesforce,Austin,TX,30.2672,-97.7431,Other,"Machine Learning, Azure",Mid,87000,2024-08-04,No
J0307,Python Developer,IBM,Dallas,TX,32.7767,-96.797,Python,"SQL, Java",Entry,74000,2024-06-08,No
J0308,Machine Learning Engineer,DataWorks,Denver,CO,39.7392,-104.9903,Machine Learning,,Entry,84000,2024-04-18,Yes
J0309,Support Engineer,Meta,Seattle,WA,47.6062,-122.3321,Other,"Azure, Machine Learning",Senior,114000,2024-06-28,No
J0310,Data Analyst,Amazon,San Francisco,CA,37.7749,-122.4194,SQL,,Senior,118000,2024-10-20,No
J0311,Software Engineer,HealthAI,Denver,CO,39.7392,-104.9903,Java,AWS,Mid,114000,2024-10-12,No
J0312,Data Analyst,Google,New York,NY,40.7128,-74.006,SQL,"AWS, Java",Entry,70000,2024-05-19,Yes
J0313,Data Analyst,DeepVision,Austin,TX,30.2672,-97.7431,SQL,,Senior,131000,2024-06-28,Yes
J0314,QA Engineer,HealthAI,New York,NY,40.7128,-74.006,Other,"Python, Azure",Senior,112000,2024-10-16,No
J0315,Support Engineer,Amazon,New York,NY,40.7128,-74.006,Other,Java,Entry,57000,2024-01-16,Yes
J0316,Automation Engineer,Meta,Boston,MA,42.3601,-71.0589,Python,Machine Learning,Senior,147000,2024-08-02,No
J0317,Cloud Architect,Microsoft,Austin,TX,30.2672,-97.7431,AWS,"Azure, Machine Learning, Other",Entry,58000,2024-06-08,Yes
J0318,Data Analyst,RetailCorp,Dallas,TX,32.7767,-96.797,Python,Other,Mid,113000,2024-02-13,Yes
J0319,Data Engineer,Microsoft,Dallas,TX,32.7767,-96.797,Python,"SQL, AWS, Java",Senior,135000,2024-01-26,No
J0320,Database Administrator,IBM,Chicago,IL,41.8781,-87.6298,SQL,"AWS, Python",Mid,95000,2024-08-05,Yes
J0321,Support Engineer,Salesforce,San Francisco,CA,37.7749,-122.4194,Other,"Python, Machine Learning",Entry,64000,2024-04-20,No
J0322,Frontend Developer,Apple,Boston,MA,42.3601,-71.0589,Other,"Java, Machine Learning",Mid,79000,2024-02-26,No
J0323,ML Ops Engineer,StartupX,Raleigh,NC,35.7796,-78.6382,Machine Learning,Other,Mid,116000,2024-06-06,No
J0324,Data Scientist,Salesforce,Dallas,TX,32.7767,-96.797,Machine Learning,Java,Entry,92000,2024-01-29,No
J0325,Data Engineer,IBM,Redmond,WA,47.673988,-122.121513,Python,"Java, Other",Mid,107000,2024-03-11,No
J0326,Data Analyst,Apple,Seattle,WA,47.6062,-122.3321,Python,Java,Mid,110000,2024-01-04,Yes
J0327,BI Developer,Microsoft,New York,NY,40.7128,-74.006,SQL,"AWS, Machine Learning, Other",Senior,114000,2024-07-13,No
J0328,SQL Developer,StartupX,Denver,CO,39.7392,-104.9903,SQL,Azure,Entry,68000,2024-06-30,Yes
J0329,BI Developer,HealthAI,Los Angeles,CA,34.0522,-118.2437,SQL,"Java, Machine Learning",Mid,77000,2024-01-22,No
J0330,Frontend Developer,Netflix,Seattle,WA,47.6062,-122.3321,Other,Python,Senior,107000,2024-06-09,No
J0331,Support Engineer,DataWorks,Boston,MA,42.3601,-71.0589,Other,"Java, Machine Learning",Entry,63000,2024-08-01,No
J0332,Machine Learning Engineer,Salesforce,Mountain View,CA,37.3861,-122.0839,Machine Learning,Azure,Entry,92000,2024-06-15,No
J0333,Backend Developer,Netflix,Los Angeles,CA,34.0522,-118.2437,Java,Machine Learning,Entry,65000,2024-07-04,No
J0334,Azure DevOps Engineer,HealthAI,Seattle,WA,47.6062,-122.3321,Azure,"Python, Other",Entry,71000,2024-05-04,No
J0335,Automation Engineer,Salesforce,Denver,CO,39.7392,-104.9903,Python,"Machine Learning, Azure",Entry,74000,2024-02-10,No
J0336,Product Analyst,FintechCo,Austin,TX,30.2672,-97.7431,Other,"AWS, Machine Learning",Mid,94000,2024-04-23,Yes
J0337,Data Engineer,Amazon,Denver,CO,39.7392,-104.9903,Python,"Machine Learning, Other, Azure",Mid,103000,2024-02-28,No
J0338,QA Engineer,DeepVision,Austin,TX,30.2672,-97.7431,Other,"SQL, Python",Entry,66000,2024-06-28,Yes
J0339,Data Engineer,Meta,Seattle,WA,47.6062,-122.3321,Python,"SQL, Other",Mid,116000,2024-03-15,Yes
J0340,QA Engineer,Microsoft,Dallas,TX,32.7767,-96.797,Other,"SQL, AWS, Machine Learning",Senior,121000,2024-03-19,No
J0341,Machine Learning Engineer,Microsoft,Raleigh,NC,35.7796,-78.6382,Machine Learning,"SQL, AWS",Mid,136000,2024-09-09,No
J0342,Support Engineer,CloudLabs,Dallas,TX,32.7767,-96.797,Other,"AWS, Python, Azure",Entry,66000,2024-06-14,No
J0343,Software Engineer,Microsoft,Chicago,IL,41.8781,-87.6298,Java,"AWS, Azure",Senior,125000,2024-02-04,Yes
J0344,Support Engineer,CloudLabs,San Francisco,CA,37.7749,-122.4194,Other,Azure,Mid,83000,2024-05-20,No
J0345,Frontend Developer,Apple,Denver,CO,39.7392,-104.9903,Other,Azure,Entry,60000,2024-02-07,No
J0346,Software Engineer,Netflix,Mountain View,CA,37.3861,-122.0839,Java,Azure,Entry,81000,2024-01-30,No
J0347,Product Analyst,Amazon,Raleigh,NC,35.7796,-78.6382,Other,"AWS, Machine Learning",Entry,61000,2024-02-16,No
J0348,ML Ops Engineer,Netflix,Dallas,TX,32.7767,-96.797,Machine Learning,"Java, Azure",Entry,93000,2024-10-10,No
J0349,Java Developer,Netflix,Dallas,TX,32.7767,-96.797,Java,Azure,Mid,105000,2024-04-06,No
J0350,Backend Developer,Netflix,Denver,CO,39.7392,-104.9903,Java,Other,Senior,112000,2024-03-18,Yes
J0351,ML Ops Engineer,Amazon,Austin,TX,30.2672,-97.7431,Machine Learning,"SQL, AWS",Senior,176000,2024-02-13,No
J0352,SQL Developer,Google,Redmond,WA,47.673988,-122.121513,SQL,"Other, Azure",Mid,98000,2024-08-12,No
J0353,Cloud Architect,StartupX,Dallas,TX,32.7767,-96.797,Azure,SQL,Entry,80000,2024-03-22,No
J0354,Product Analyst,DeepVision,San Francisco,CA,37.7749,-122.4194,Other,"SQL, Python",Entry,74000,2024-07-17,No
J0355,Software Engineer,CloudLabs,Dallas,TX,32.7767,-96.797,Java,"SQL, AWS",Senior,129000,2024-01-27,No
J0356,Cloud Architect,Amazon,Austin,TX,30.2672,-97.7431,AWS,"SQL, Azure",Mid,115000,2024-02-18,No
J0357,Site Reliability Engineer,IBM,San Francisco,CA,37.7749,-122.4194,AWS,"Python, Machine Learning",Mid,115000,2024-03-17,No
J0358,Machine Learning Engineer,DataWorks,Raleigh,NC,35.7796,-78.6382,Machine Learning,"SQL, Java",Mid,124000,2024-03-13,No
J0359,Research Scientist,CloudLabs,Los Angeles,CA,34.0522,-118.2437,Machine Learning,Other,Mid,141000,2024-07-19,Yes
J0360,Database Administrator,IBM,Denver,CO,39.7392,-104.9903,SQL,"AWS, Java, Azure",Mid,100000,2024-07-11,No
J0361,Product Analyst,HealthAI,New York,NY,40.7128,-74.006,Other,Java,Entry,62000,2024-09-26,Yes
J0362,BI Developer,StartupX,Austin,TX,30.2672,-97.7431,SQL,Other,Mid,105000,2024-01-10,Yes
J0363,Software Engineer,Microsoft,Redmond,WA,47.673988,-122.121513,Java,Machine Learning,Mid,92000,2024-06-23,No
J0364,Data Engineer,Meta,New York,NY,40.7128,-74.006,Python,Azure,Mid,126000,2024-03-20,No
J0365,Azure DevOps Engineer,HealthAI,Seattle,WA,47.6062,-122.3321,Azure,"SQL, AWS",Senior,130000,2024-09-16,Yes
J0366,Automation Engineer,Google,Raleigh,NC,35.7796,-78.6382,Python,"Java, Azure",Senior,127000,2024-06-21,No
J0367,QA Engineer,DataWorks,Boston,MA,42.3601,-71.0589,Other,Java,Entry,59000,2024-03-19,No
J0368,Data Engineer,HealthAI,Los Angeles,CA,34.0522,-118.2437,Python,"Machine Learning, SQL, Java",Senior,149000,2024-03-25,Yes
J0369,Back-end Engineer,Google,Boston,MA,42.3601,-71.0589,Python,"Machine Learning, Azure",Mid,85000,2024-07-05,Yes
J0370,SQL Developer,Netflix,Dallas,TX,32.7767,-96.797,SQL,"Python, Machine Learning, Other",Entry,68000,2024-05-25,No
J0371,Support Engineer,Meta,Denver,CO,39.7392,-104.9903,Other,Machine Learning,Entry,61000,2024-05-02,Yes
J0372,Support Engineer,DeepVision,Redmond,WA,47.673988,-122.121513,Other,"SQL, Azure",Entry,60000,2024-07-07,No
J0373,BI Developer,Netflix,San Francisco,CA,37.7749,-122.4194,SQL,"Machine Learning, Java",Entry,74000,2024-07-14,No
J0374,Site Reliability Engineer,Microsoft,Redmond,WA,47.673988,-122.121513,AWS,SQL,Senior,159000,2024-03-11,No
J0375,Machine Learning Engineer,CloudLabs,Chicago,IL,41.8781,-87.6298,Machine Learning,"Python, Java, Azure",Senior,168000,2024-07-09,No
J0376,Database Administrator,FintechCo,Denver,CO,39.7392,-104.9903,SQL,Java,Mid,90000,2024-03-04,No
J0377,Cloud Engineer (AWS),RetailCorp,New York,NY,40.7128,-74.006,AWS,Python,Senior,119000,2024-05-19,Yes
J0378,SQL Developer,HealthAI,Boston,MA,42.3601,-71.0589,SQL,Other,Entry,75000,2024-02-16,No
J0379,ML Ops Engineer,DeepVision,Austin,TX,30.2672,-97.7431,Machine Learning,"AWS, Python",Senior,162000,2024-01-14,No
J0380,Machine Learning Engineer,Salesforce,Denver,CO,39.7392,-104.9903,Machine Learning,Azure,Mid,115000,2024-07-10,No
J0381,ML Ops Engineer,Amazon,Austin,TX,30.2672,-97.7431,Machine Learning,AWS,Entry,90000,2024-04-24,No
J0382,Research Scientist,DeepVision,Seattle,WA,47.6062,-122.3321,Machine Learning,Azure,Entry,109000,2024-06-20,No
J0383,DevOps Engineer,Google,San Francisco,CA,37.7749,-122.4194,AWS,"Machine Learning, Java, Other",Entry,72000,2024-08-29,No
J0384,QA Engineer,RetailCorp,Los Angeles,CA,34.0522,-118.2437,Other,Java,Senior,116000,2024-08-28,No
J0385,Automation Engineer,Google,Seattle,WA,47.6062,-122.3321,Python,"SQL, Machine Learning",Entry,80000,2024-01-10,No
J0386,Data Scientist,HealthAI,New York,NY,40.7128,-74.006,Machine Learning,"AWS, Python",Entry,98000,2024-10-07,No
J0387,Support Engineer,Amazon,San Francisco,CA,37.7749,-122.4194,Other,AWS,Entry,50000,2024-05-01,No
J0388,Database Administrator,Google,Redmond,WA,47.673988,-122.121513,SQL,"Python, Machine Learning",Entry,63000,2024-08-02,No
J0389,Backend Developer,Netflix,Seattle,WA,47.6062,-122.3321,Java,SQL,Senior,138000,2024-02-26,No
J0390,Machine Learning Engineer,CloudLabs,Denver,CO,39.7392,-104.9903,Machine Learning,AWS,Entry,92000,2024-10-21,No
J0391,QA Engineer,IBM,Boston,MA,42.3601,-71.0589,Other,"Machine Learning, Java",Entry,74000,2024-01-01,No
J0392,Data Analyst,Meta,Dallas,TX,32.7767,-96.797,SQL,Azure,Senior,125000,2024-08-01,Yes
J0393,Frontend Developer,StartupX,Austin,TX,30.2672,-97.7431,Other,Java,Senior,115000,2024-02-04,Yes
J0394,Cloud Architect,StartupX,Denver,CO,39.7392,-104.9903,Azure,Machine Learning,Entry,71000,2024-10-10,No
J0395,Site Reliability Engineer,HealthAI,Chicago,IL,41.8781,-87.6298,AWS,"Python, Machine Learning",Entry,76000,2024-01-23,No
J0396,BI Developer,Apple,San Francisco,CA,37.7749,-122.4194,SQL,"AWS, Java",Entry,67000,2024-01-09,No
J0397,Database Administrator,Apple,Redmond,WA,47.673988,-122.121513,SQL,"AWS, Python",Senior,126000,2024-02-23,No
J0398,Cloud Architect,Microsoft,Mountain View,CA,37.3861,-122.0839,AWS,"SQL, Azure",Entry,73000,2024-06-29,No
J0399,Research Scientist,HealthAI,Raleigh,NC,35.7796,-78.6382,Machine Learning,"SQL, AWS, Python",Entry,89000,2024-03-30,No
J0400,Support Engineer,FintechCo,Chicago,IL,41.8781,-87.6298,Other,Azure,Mid,96000,2024-04-03,No
J0401,Frontend Developer,FintechCo,Chicago,IL,41.8781,-87.6298,Other,"AWS, Machine Learning",Senior,106000,2024-01-19,No
J0402,Data Engineer,Google,Redmond,WA,47.673988,-122.121513,Python,Other,Mid,113000,2024-01-22,Yes
J0403,Software Engineer,StartupX,Boston,MA,42.3601,-71.0589,Java,Other,Mid,85000,2024-10-05,Yes
J0404,Data Analyst,Google,Raleigh,NC,35.7796,-78.6382,SQL,"Machine Learning, Azure",Mid,96000,2024-04-07,No
J0405,Product Analyst,HealthAI,Mountain View,CA,37.3861,-122.0839,Other,"Python, Azure",Senior,100000,2024-06-18,No
J0406,Machine Learning Engineer,RetailCorp,Austin,TX,30.2672,-97.7431,Machine Learning,Azure,Entry,100000,2024-08-11,Yes
J0407,Site Reliability Engineer,DeepVision,Boston,MA,42.3601,-71.0589,AWS,,Entry,84000,2024-06-22,No
J0408,Back-end Engineer,FintechCo,Chicago,IL,41.8781,-87.6298,Python,"SQL, Other, Azure",Mid,107000,2024-07-07,Yes
J0409,Azure DevOps Engineer,RetailCorp,Seattle,WA,47.6062,-122.3321,Azure,Machine Learning,Senior,133000,2024-08-05,Yes
J0410,Support Engineer,DataWorks,New York,NY,40.7128,-74.006,Other,"AWS, Machine Learning",Mid,91000,2024-10-06,No
J0411,Data Analyst,Amazon,Seattle,WA,47.6062,-122.3321,SQL,"Machine Learning, Python, Java",Senior,127000,2024-06-16,Yes
J0412,Data Analyst,IBM,Chicago,IL,41.8781,-87.6298,Python,,Mid,104000,2024-08-06,No
J0413,Back-end Engineer,Apple,Chicago,IL,41.8781,-87.6298,Python,"AWS, Machine Learning",Entry,83000,2024-01-22,No
J0414,Software Engineer,DataWorks,Boston,MA,42.3601,-71.0589,Java,"Python, Other",Mid,112000,2024-05-20,Yes
J0415,Database Administrator,Amazon,Raleigh,NC,35.7796,-78.6382,SQL,Azure,Senior,124000,2024-07-26,No
J0416,Backend Developer,RetailCorp,Los Angeles,CA,34.0522,-118.2437,Java,,Entry,69000,2024-03-22,No
J0417,Data Engineer,HealthAI,Dallas,TX,32.7767,-96.797,Python,,Entry,81000,2024-08-12,Yes
J0418,QA Engineer,Amazon,Redmond,WA,47.673988,-122.121513,Other,,Entry,64000,2024-07-06,Yes
J0419,Support Engineer,DataWorks,Mountain View,CA,37.3861,-122.0839,Other,"Java, Machine Learning, Azure",Mid,82000,2024-03-19,No
J0420,Software Engineer,Apple,Austin,TX,30.2672,-97.7431,Java,,Mid,93000,2024-08-15,No
J0421,Backend Developer,Microsoft,Denver,CO,39.7392,-104.9903,Java,"AWS, Azure",Entry,76000,2024-07-06,Yes
J0422,Data Analyst,CloudLabs,San Francisco,CA,37.7749,-122.4194,SQL,Python,Mid,90000,2024-05-07,No
J0423,Java Developer,FintechCo,New York,NY,40.7128,-74.006,Java,"SQL, Machine Learning, Azure",Entry,68000,2024-09-12,No
J0424,BI Developer,DeepVision,Denver,CO,39.7392,-104.9903,SQL,"Python, Java",Mid,85000,2024-03-01,No
J0425,Software Engineer,FintechCo,Chicago,IL,41.8781,-87.6298,Java,Python,Mid,90000,2024-04-19,Yes
J0426,Data Analyst,FintechCo,Chicago,IL,41.8781,-87.6298,Python,AWS,Entry,63000,2024-04-12,No
J0427,SQL Developer,HealthAI,Seattle,WA,47.6062,-122.3321,SQL,,Mid,84000,2024-08-19,No
J0428,Support Engineer,Amazon,Raleigh,NC,35.7796,-78.6382,Other,"Python, Java",Entry,60000,2024-06-12,No
J0429,Research Scientist,FintechCo,Seattle,WA,47.6062,-122.3321,Machine Learning,"AWS, Azure",Senior,163000,2024-10-08,No
J0430,Product Analyst,DeepVision,San Francisco,CA,37.7749,-122.4194,Other,"AWS, Machine Learning",Entry,62000,2024-03-21,No
J0431,Backend Developer,DeepVision,Los Angeles,CA,34.0522,-118.2437,Java,"SQL, Other",Entry,65000,2024-03-30,No
J0432,Cloud Architect,Meta,Seattle,WA,47.6062,-122.3321,Azure,,Senior,138000,2024-04-12,Yes
J0433,SQL Developer,RetailCorp,Chicago,IL,41.8781,-87.6298,SQL,Machine Learning,Entry,77000,2024-01-14,No
